Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-rtb5,branch-r1zd,branch-m8ae,branch-yceh,checkpoint-fbue,checkpoint-7icl,checkpoint-7zea,checkpoint-yqmp,checkpoint-tf61,checkpoint-7zgv,checkpoint-ko3x,checkpoint-toq5,branch-3g7m,checkpoint-j7nf,checkpoint-ga9e,branch-l9tl,checkpoint-5iff,branch-req5,checkpoint-7gp2,counterbalance-xq3l,counterbalance-nimi,counterbalance-x3xi,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Display,Spreadsheet: Audio,Spreadsheet: Variety,Manipulation: Spreadsheet,Store: Progress
4,1719937502904,02/07/2024 16:25:02,1719944702904,2,02/07/2024 20:25:02,86579,59,task-brwb,,38696260,280560572510304,11358970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1366x913,1366x914,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_8,,,Origin_authenticity_M,Origin_authenticity_M,1,Origin & authenticity,Screen 1,r5fdzm,1,info,audio started,6484,6468,6484,6484,6468,6484,1,6484,0,0,,Audio Clip,Audio,1,object-1316,,Origin & authenticity,MARA17_non-st_A2.mp3,non-st,,43
5,1719937512055,02/07/2024 16:25:12,1719944712055,2,02/07/2024 20:25:12,86579,59,task-brwb,,38696260,280560572510304,11358970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1366x913,1366x914,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_8,,,Origin_authenticity_M,Origin_authenticity_M,1,Origin & authenticity,Screen 1,r5fdzm,1,info,audio finished,15641,15624,15641,15641,15624,15641,1,15641,0,0,,Audio Clip,Audio,1,object-1316,,Origin & authenticity,MARA17_non-st_A2.mp3,non-st,,43
6,1719937535545,02/07/2024 16:25:35,1719944735545,2,02/07/2024 20:25:35,86579,59,task-brwb,,38696260,280560572510304,11358970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1366x913,1366x914,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_8,,,Origin_authenticity_M,Origin_authenticity_M,1,Origin & authenticity,Screen 1,r5fdzm,1,continue,,39136,39123,39136,39136,39123,39136,1,39136,0,0,,Click To Continue,Continue Button,2,object-1317,,Origin & authenticity,MARA17_non-st_A2.mp3,non-st,,43
7,1719937535552,02/07/2024 16:25:35,1719944735552,2,02/07/2024 20:25:35,86579,59,task-brwb,,38696260,280560572510304,11358970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1366x913,1366x914,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_8,,,Origin_authenticity_M,Origin_authenticity_M,1,Origin & authenticity,Screen 1,r5fdzm,1,response,6,21062,39123,39139,21062,39123,39139,1,21062,18077,0,ResponseProgress,Rating Scale,Rating Scale,5,object-4,,Origin & authenticity,MARA17_non-st_A2.mp3,non-st,,44
8,1719937535552,02/07/2024 16:25:35,1719944735552,2,02/07/2024 20:25:35,86579,59,task-brwb,,38696260,280560572510304,11358970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1366x913,1366x914,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_8,,,Origin_authenticity_M,Origin_authenticity_M,1,Origin & authenticity,Screen 1,r5fdzm,1,response,Moselfränkisch,38287,39123,39139,38287,39123,39139,1,38287,852,0,,Dropdown,Dropdown,7,object-6,,Origin & authenticity,MARA17_non-st_A2.mp3,non-st,,44
9,1719937538687,02/07/2024 16:25:38,1719944738687,2,02/07/2024 20:25:38,86579,59,task-brwb,,38696260,280560572510304,11358970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1366x913,1366x914,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_8,,,Origin_authenticity_M,Origin_authenticity_M,2,Origin & authenticity,Screen 1,r5fdzm,1,info,audio started,3151,3134,3151,3151,3134,3151,1,3151,0,0,,Audio Clip,Audio,1,object-1316,,Origin & authenticity,MARA17_st_A6.mp3,st,,44
10,1719937554754,02/07/2024 16:25:54,1719944754754,2,02/07/2024 20:25:54,86579,59,task-brwb,,38696260,280560572510304,11358970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1366x913,1366x914,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_8,,,Origin_authenticity_M,Origin_authenticity_M,2,Origin & authenticity,Screen 1,r5fdzm,1,info,audio finished,19225,19210,19225,19225,19210,19225,1,19225,0,0,,Audio Clip,Audio,1,object-1316,,Origin & authenticity,MARA17_st_A6.mp3,st,,44
11,1719937565724,02/07/2024 16:26:05,1719944765724,2,02/07/2024 20:26:05,86579,59,task-brwb,,38696260,280560572510304,11358970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1366x913,1366x914,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_8,,,Origin_authenticity_M,Origin_authenticity_M,2,Origin & authenticity,Screen 1,r5fdzm,1,continue,,30196.000000000015,30186,30196.000000000015,30196.000000000015,30186,30196.000000000015,1,30196.000000000015,0,0,,Click To Continue,Continue Button,2,object-1317,,Origin & authenticity,MARA17_st_A6.mp3,st,,44
12,1719937565731,02/07/2024 16:26:05,1719944765731,2,02/07/2024 20:26:05,86579,59,task-brwb,,38696260,280560572510304,11358970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1366x913,1366x914,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_8,,,Origin_authenticity_M,Origin_authenticity_M,2,Origin & authenticity,Screen 1,r5fdzm,1,response,1,19584,30186,30202.000000000015,19584,30186,30202.000000000015,1,19584,10618.000000000015,0,ResponseProgress,Rating Scale,Rating Scale,5,object-4,,Origin & authenticity,MARA17_st_A6.mp3,st,,45
13,1719937565732,02/07/2024 16:26:05,1719944765732,2,02/07/2024 20:26:05,86579,59,task-brwb,,38696260,280560572510304,11358970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1366x913,1366x914,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_8,,,Origin_authenticity_M,Origin_authenticity_M,2,Origin & authenticity,Screen 1,r5fdzm,1,response,Ich weiß es nicht,28732,30186,30204,28732,30186,30204,1,28732,1472,0,,Dropdown,Dropdown,7,object-6,,Origin & authenticity,MARA17_st_A6.mp3,st,,45
14,1719937591629,02/07/2024 16:26:31,1719944791629,2,02/07/2024 20:26:31,86579,59,task-brwb,,38696260,280560572510304,11358970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1366x913,1366x914,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_8,,,Origin_authenticity_M,Origin_authenticity_M,1,Paradigm check,Screen 1,1mw97n,1,response,continue,25914,25899,25914,25914,25899,25914,1,25914,0,0,ResponseProgress,Click Response,Continue,5,object-1178,,Paradigm check,,,,46
15,1719937591637,02/07/2024 16:26:31,1719944791637,2,02/07/2024 20:26:31,86579,59,task-brwb,,38696260,280560572510304,11358970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1366x913,1366x914,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_8,,,Origin_authenticity_M,Origin_authenticity_M,1,Paradigm check,Screen 1,1mw97n,1,response,"ja, es gibt keine Frauenstimme!",6938,25899,25919,6938,25899,25919,1,6938,18981,0,,Text Entry,Text Entry,3,object-1145,,Paradigm check,,,,46
16,1719937591637,02/07/2024 16:26:31,1719944791637,2,02/07/2024 20:26:31,86579,59,task-brwb,,38696260,280560572510304,11358970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1366x913,1366x914,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_8,,,Origin_authenticity_M,Origin_authenticity_M,1,Paradigm check,Screen 1,1mw97n,1,response,nein,23199,25899,25919,23199,25899,25919,1,23199,2720,0,,Text Entry,Text Entry,4,object-1146,,Paradigm check,,,,46
17,1719937596760,02/07/2024 16:26:36,1719944796760,2,02/07/2024 20:26:36,86579,59,task-brwb,,38696260,280560572510304,11358970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1366x913,1366x914,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_8,,,Origin_authenticity_M,Origin_authenticity_M,1,Instructions3,Screen 1,d2amsh,1,continue,,5147.000000000015,5138,5147.000000000015,5147.000000000015,5138,5147.000000000015,1,5147.000000000015,0,0,,Click To Continue,Continue Button,2,object-1272,,Instructions3,,,,47
18,1719937596761,02/07/2024 16:26:36,1719944796761,2,02/07/2024 20:26:36,86579,59,task-brwb,,38696260,280560572510304,11358970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1366x913,1366x914,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_8,,,Origin_authenticity_M,Origin_authenticity_M,,,,,,info,END,,,,,,,0,,,,,,,,,,,,,,
1,1719940664544,02/07/2024 17:17:44,1719947864544,2,02/07/2024 21:17:44,86579,59,task-brwb,,38700368,280560572370954,11359410,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_12,,,Origin_authenticity_M,Origin_authenticity_M,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,
2,1719940687610,02/07/2024 17:18:07,1719947887610,2,02/07/2024 21:18:07,86579,59,task-brwb,,38700368,280560572370954,11359410,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_12,,,Origin_authenticity_M,Origin_authenticity_M,1,Political level,Screen 1,ptfor7,1,continue,,23082.699999999997,23066.199999999997,23082.699999999997,23082.699999999997,23066.199999999997,23082.699999999997,1,23082.699999999997,0,0,,Click To Continue,Continue Button,1,object-19,,Political level,,,,43
3,1719940687611,02/07/2024 17:18:07,1719947887611,2,02/07/2024 21:18:07,86579,59,task-brwb,,38700368,280560572370954,11359410,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_12,,,Origin_authenticity_M,Origin_authenticity_M,1,Political level,Screen 1,ptfor7,1,response,regional (z.B. in einem Landtag),20249.699999999997,23066.199999999997,23082.699999999997,20249.699999999997,23066.199999999997,23082.699999999997,1,20249.699999999997,2833,0,,Dropdown,Dropdown,6,object-18,,Political level,,,,43
4,1719940690235,02/07/2024 17:18:10,1719947890235,2,02/07/2024 21:18:10,86579,59,task-brwb,,38700368,280560572370954,11359410,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_12,,,Origin_authenticity_M,Origin_authenticity_M,1,Origin & authenticity,Screen 1,r5fdzm,1,info,audio started,2641.7000000119224,2633.5,2641.7000000119224,2641.7000000119224,2633.5,2641.7000000119224,1,2641.7000000119224,0,0,,Audio Clip,Audio,1,object-1316,,Origin & authenticity,ROHA11_non-st_A2.mp3,non-st,,43
5,1719940698729,02/07/2024 17:18:18,1719947898729,2,02/07/2024 21:18:18,86579,59,task-brwb,,38700368,280560572370954,11359410,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_12,,,Origin_authenticity_M,Origin_authenticity_M,1,Origin & authenticity,Screen 1,r5fdzm,1,info,audio finished,11135.900000000001,11133.200000000004,11135.900000000001,11135.900000000001,11133.200000000004,11135.900000000001,1,11135.900000000001,0,0,,Audio Clip,Audio,1,object-1316,,Origin & authenticity,ROHA11_non-st_A2.mp3,non-st,,43
6,1719940713365,02/07/2024 17:18:33,1719947913365,2,02/07/2024 21:18:33,86579,59,task-brwb,,38700368,280560572370954,11359410,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_12,,,Origin_authenticity_M,Origin_authenticity_M,1,Origin & authenticity,Screen 1,r5fdzm,1,continue,,25771.200000011922,25766.299999999996,25771.200000011922,25771.200000011922,25766.299999999996,25771.200000011922,1,25771.200000011922,0,0,,Click To Continue,Continue Button,2,object-1317,,Origin & authenticity,ROHA11_non-st_A2.mp3,non-st,,43
7,1719940713371,02/07/2024 17:18:33,1719947913371,2,02/07/2024 21:18:33,86579,59,task-brwb,,38700368,280560572370954,11359410,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_12,,,Origin_authenticity_M,Origin_authenticity_M,1,Origin & authenticity,Screen 1,r5fdzm,1,response,5,14099.900000000001,25766.299999999996,25775.4,14099.900000000001,25766.299999999996,25775.4,1,14099.900000000001,11675.5,0,ResponseProgress,Rating Scale,Rating Scale,5,object-4,,Origin & authenticity,ROHA11_non-st_A2.mp3,non-st,,44
8,1719940713372,02/07/2024 17:18:33,1719947913372,2,02/07/2024 21:18:33,86579,59,task-brwb,,38700368,280560572370954,11359410,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_12,,,Origin_authenticity_M,Origin_authenticity_M,1,Origin & authenticity,Screen 1,r5fdzm,1,response,Ich weiß es nicht,24249.799999999996,25766.299999999996,25777.4,24249.799999999996,25766.299999999996,25777.4,1,24249.799999999996,1527.6000000000058,0,,Dropdown,Dropdown,7,object-6,,Origin & authenticity,ROHA11_non-st_A2.mp3,non-st,,44
9,1719940722793,02/07/2024 17:18:42,1719947922793,2,02/07/2024 21:18:42,86579,59,task-brwb,,38700368,280560572370954,11359410,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_12,,,Origin_authenticity_M,Origin_authenticity_M,2,Origin & authenticity,Screen 1,r5fdzm,1,info,audio started,9432.400000011927,9416.600000000006,9432.400000011927,9432.400000011927,9416.600000000006,9432.400000011927,1,9432.400000011927,0,0,,Audio Clip,Audio,1,object-1316,,Origin & authenticity,UDMA21_st_A5.mp3,st,,44
10,1719940733871,02/07/2024 17:18:53,1719947933871,2,02/07/2024 21:18:53,86579,59,task-brwb,,38700368,280560572370954,11359410,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_12,,,Origin_authenticity_M,Origin_authenticity_M,2,Origin & authenticity,Screen 1,r5fdzm,1,info,audio finished,20510.600000000006,20499.600000000006,20510.600000000006,20510.600000000006,20499.600000000006,20510.600000000006,1,20510.600000000006,0,0,,Audio Clip,Audio,1,object-1316,,Origin & authenticity,UDMA21_st_A5.mp3,st,,44
11,1719940749382,02/07/2024 17:19:09,1719947949382,2,02/07/2024 21:19:09,86579,59,task-brwb,,38700368,280560572370954,11359410,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_12,,,Origin_authenticity_M,Origin_authenticity_M,2,Origin & authenticity,Screen 1,r5fdzm,1,continue,,36020.999999976164,36016.100000000006,36020.999999976164,36020.999999976164,36016.100000000006,36020.999999976164,1,36020.999999976164,0,0,,Click To Continue,Continue Button,2,object-1317,,Origin & authenticity,UDMA21_st_A5.mp3,st,,44
12,1719940749386,02/07/2024 17:19:09,1719947949386,2,02/07/2024 21:19:09,86579,59,task-brwb,,38700368,280560572370954,11359410,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_12,,,Origin_authenticity_M,Origin_authenticity_M,2,Origin & authenticity,Screen 1,r5fdzm,1,response,2,21999.600000000006,36016.100000000006,36024.799999988085,21999.600000000006,36016.100000000006,36024.799999988085,1,21999.600000000006,14025.199999988079,0,ResponseProgress,Rating Scale,Rating Scale,5,object-4,,Origin & authenticity,UDMA21_st_A5.mp3,st,,45
13,1719940749386,02/07/2024 17:19:09,1719947949386,2,02/07/2024 21:19:09,86579,59,task-brwb,,38700368,280560572370954,11359410,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_12,,,Origin_authenticity_M,Origin_authenticity_M,2,Origin & authenticity,Screen 1,r5fdzm,1,response,Ich weiß es nicht,32766.100000000006,36016.100000000006,36026.100000000006,32766.100000000006,36016.100000000006,36026.100000000006,1,32766.100000000006,3260,0,,Dropdown,Dropdown,7,object-6,,Origin & authenticity,UDMA21_st_A5.mp3,st,,45
14,1719940809697,02/07/2024 17:20:09,1719948009697,2,02/07/2024 21:20:09,86579,59,task-brwb,,38700368,280560572370954,11359410,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_12,,,Origin_authenticity_M,Origin_authenticity_M,1,Paradigm check,Screen 1,1mw97n,1,response,continue,60322.80000001192,60315.29999999999,60322.80000001192,60322.80000001192,60315.29999999999,60322.80000001192,1,60322.80000001192,0,0,ResponseProgress,Click Response,Continue,5,object-1178,,Paradigm check,,,,46
15,1719940809699,02/07/2024 17:20:09,1719948009699,2,02/07/2024 21:20:09,86579,59,task-brwb,,38700368,280560572370954,11359410,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_12,,,Origin_authenticity_M,Origin_authenticity_M,1,Paradigm check,Screen 1,1mw97n,1,response,nichts besonderes,49682.20000000001,60315.29999999999,60324.5,49682.20000000001,60315.29999999999,60324.5,1,49682.20000000001,10642.299999999988,0,,Text Entry,Text Entry,3,object-1145,,Paradigm check,,,,46
16,1719940809699,02/07/2024 17:20:09,1719948009699,2,02/07/2024 21:20:09,86579,59,task-brwb,,38700368,280560572370954,11359410,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_12,,,Origin_authenticity_M,Origin_authenticity_M,1,Paradigm check,Screen 1,1mw97n,1,response,keine,53865.70000000001,60315.29999999999,60324.80000001192,53865.70000000001,60315.29999999999,60324.80000001192,1,53865.70000000001,6459.100000011909,0,,Text Entry,Text Entry,4,object-1146,,Paradigm check,,,,46
17,1719940813980,02/07/2024 17:20:13,1719948013980,2,02/07/2024 21:20:13,86579,59,task-brwb,,38700368,280560572370954,11359410,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_12,,,Origin_authenticity_M,Origin_authenticity_M,1,Instructions3,Screen 1,d2amsh,1,continue,,4289.500000011933,4283.5,4289.500000011933,4289.500000011933,4283.5,4289.500000011933,1,4289.500000011933,0,0,,Click To Continue,Continue Button,2,object-1272,,Instructions3,,,,47
18,1719940813991,02/07/2024 17:20:13,1719948013991,2,02/07/2024 21:20:13,86579,59,task-brwb,,38700368,280560572370954,11359410,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_12,,,Origin_authenticity_M,Origin_authenticity_M,,,,,,info,END,,,,,,,0,,,,,,,,,,,,,,
1,1719954493482,02/07/2024 21:08:13,1719961693482,2,03/07/2024 01:08:13,86579,59,task-brwb,,38710138,280560572521558,11361818,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1598x749,1598x624,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_8,,,Origin_authenticity_M,Origin_authenticity_M,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,
2,1719954525834,02/07/2024 21:08:45,1719961725834,2,03/07/2024 01:08:45,86579,59,task-brwb,,38710138,280560572521558,11361818,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1598x749,1598x624,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_8,,,Origin_authenticity_M,Origin_authenticity_M,1,Political level,Screen 1,ptfor7,1,continue,,32418.259999999995,32400.680000000008,32418.259999999995,32418.259999999995,32400.680000000008,32418.259999999995,1,32418.259999999995,0,0,,Click To Continue,Continue Button,1,object-19,,Political level,,,,43
3,1719954525834,02/07/2024 21:08:45,1719961725834,2,03/07/2024 01:08:45,86579,59,task-brwb,,38710138,280560572521558,11361818,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1598x749,1598x624,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_8,,,Origin_authenticity_M,Origin_authenticity_M,1,Political level,Screen 1,ptfor7,1,response,sowohl national (z.B. im Bundestag) als auch regional (z.B. in einem Landtag) möglich,31248.319999999992,32400.680000000008,32420.259999999995,31248.319999999992,32400.680000000008,32420.259999999995,1,31248.319999999992,1171.9400000000023,0,,Dropdown,Dropdown,6,object-18,,Political level,,,,43
4,1719954529271,02/07/2024 21:08:49,1719961729271,2,03/07/2024 01:08:49,86579,59,task-brwb,,38710138,280560572521558,11361818,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1598x749,1598x624,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_8,,,Origin_authenticity_M,Origin_authenticity_M,1,Origin & authenticity,Screen 1,r5fdzm,1,info,audio started,3455.579999999987,3439.859999999986,3455.579999999987,3455.579999999987,3439.859999999986,3455.579999999987,1,3455.579999999987,0,0,,Audio Clip,Audio,1,object-1316,,Origin & authenticity,ROHA11_non-st_A5.mp3,non-st,,43
5,1719954539890,02/07/2024 21:08:59,1719961739890,2,03/07/2024 01:08:59,86579,59,task-brwb,,38710138,280560572521558,11361818,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1598x749,1598x624,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_8,,,Origin_authenticity_M,Origin_authenticity_M,1,Origin & authenticity,Screen 1,r5fdzm,1,info,audio finished,14073.579999999987,14049.679999999993,14073.579999999987,14073.579999999987,14049.679999999993,14073.579999999987,1,14073.579999999987,0,0,,Audio Clip,Audio,1,object-1316,,Origin & authenticity,ROHA11_non-st_A5.mp3,non-st,,43
