Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-rtb5,branch-r1zd,branch-m8ae,branch-yceh,checkpoint-fbue,checkpoint-7icl,checkpoint-7zea,checkpoint-yqmp,checkpoint-tf61,checkpoint-7zgv,checkpoint-ko3x,checkpoint-toq5,branch-3g7m,checkpoint-j7nf,checkpoint-ga9e,branch-l9tl,checkpoint-5iff,branch-req5,checkpoint-7gp2,counterbalance-xq3l,counterbalance-nimi,counterbalance-x3xi,Spreadsheet,Speaker Gender,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Display,Spreadsheet: Trial type,Spreadsheet: Audio,Spreadsheet: Speaker,Spreadsheet: Speaker illusion,Spreadsheet: Speaker gender,Spreadsheet: Variety,Spreadsheet: Political orientation,Spreadsheet: Stimulus number,Spreadsheet: Stimulus1,Spreadsheet: Stimulus2,Spreadsheet: Stimulus3,Spreadsheet: Stimulus4,Spreadsheet: Stimulus5,Spreadsheet: Stimulus6,Spreadsheet: Attention Check,Spreadsheet: Correct,Spreadsheet: ,Manipulation: Spreadsheet,Manipulation: Speaker Gender,Store: Progress,Store: Attention Check,Store: Test,Store: Feedback,Store: Attention Check Redirect,Store: Content Attention Check
30,1719843767279,01/07/2024 14:22:47,1719850967279,2,01/07/2024 18:22:47,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial5,Screen 1,dklsgd,1,continue,,8948.300000023839,8933.599999999991,8948.300000023839,8948.300000023839,8933.599999999991,8948.300000023839,0,8948.300000023839,0,0,,Click To Continue,Continue Button,4,object-1979,,Trial5,ExpSpkr1_non-st,HUWA01_non-st_A6.mp3,ExpSpkr1,**Politiker/-in 4**,f,non-st,r,6,**begeisternd**,**charismatisch**,**überzeugend**,**intelligent**,**redegewandt**,**sympathisch**,**sechs**,6,,,Female,9,100,,4,,
31,1719843767284,01/07/2024 14:22:47,1719850967284,2,01/07/2024 18:22:47,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial5,Screen 1,dklsgd,1,response,5,2099.899999999994,8933.599999999991,8950.39999999998,2099.899999999994,8933.599999999991,8950.39999999998,0,2099.899999999994,6850.499999999985,0,,Rating Scale,RatingScale_Stimulus1,3,object-1978,,Trial5,ExpSpkr1_non-st,HUWA01_non-st_A6.mp3,ExpSpkr1,**Politiker/-in 4**,f,non-st,r,6,**begeisternd**,**charismatisch**,**überzeugend**,**intelligent**,**redegewandt**,**sympathisch**,**sechs**,6,,,Female,9,100,,4,,
32,1719843767285,01/07/2024 14:22:47,1719850967285,2,01/07/2024 18:22:47,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial5,Screen 1,dklsgd,1,response,5,2533.399999999994,8933.599999999991,8950.39999999998,2533.399999999994,8933.599999999991,8950.39999999998,0,2533.399999999994,6416.999999999985,0,,Rating Scale,RatingScale_Stimulus2,6,object-1981,,Trial5,ExpSpkr1_non-st,HUWA01_non-st_A6.mp3,ExpSpkr1,**Politiker/-in 4**,f,non-st,r,6,**begeisternd**,**charismatisch**,**überzeugend**,**intelligent**,**redegewandt**,**sympathisch**,**sechs**,6,,,Female,9,100,,4,,
33,1719843767287,01/07/2024 14:22:47,1719850967287,2,01/07/2024 18:22:47,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial5,Screen 1,dklsgd,1,response,5,3500.5,8933.599999999991,8950.39999999998,3500.5,8933.599999999991,8950.39999999998,0,3500.5,5449.89999999998,0,,Rating Scale,RatingScale_Stimulus3,8,object-1983,,Trial5,ExpSpkr1_non-st,HUWA01_non-st_A6.mp3,ExpSpkr1,**Politiker/-in 4**,f,non-st,r,6,**begeisternd**,**charismatisch**,**überzeugend**,**intelligent**,**redegewandt**,**sympathisch**,**sechs**,6,,,Female,9,100,,4,,
34,1719843767289,01/07/2024 14:22:47,1719850967289,2,01/07/2024 18:22:47,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial5,Screen 1,dklsgd,1,response,5,4633.399999999994,8933.599999999991,8950.39999999998,4633.399999999994,8933.599999999991,8950.39999999998,0,4633.399999999994,4316.999999999985,0,,Rating Scale,RatingScale_Stimulus4,10,object-1985,,Trial5,ExpSpkr1_non-st,HUWA01_non-st_A6.mp3,ExpSpkr1,**Politiker/-in 4**,f,non-st,r,6,**begeisternd**,**charismatisch**,**überzeugend**,**intelligent**,**redegewandt**,**sympathisch**,**sechs**,6,,,Female,9,100,,4,,
35,1719843767292,01/07/2024 14:22:47,1719850967292,2,01/07/2024 18:22:47,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial5,Screen 1,dklsgd,1,response,6,5283.699999999997,8933.599999999991,8950.39999999998,5283.699999999997,8933.599999999991,8950.39999999998,1,5283.699999999997,3666.6999999999825,0,AttentionCheck,Rating Scale,RatingScale_AttentionCheck,14,object-1989,,Trial5,ExpSpkr1_non-st,HUWA01_non-st_A6.mp3,ExpSpkr1,**Politiker/-in 4**,f,non-st,r,6,**begeisternd**,**charismatisch**,**überzeugend**,**intelligent**,**redegewandt**,**sympathisch**,**sechs**,6,,,Female,9,100,,4,,
36,1719843767293,01/07/2024 14:22:47,1719850967293,2,01/07/2024 18:22:47,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial5,Screen 1,dklsgd,1,response,6,6416.699999999997,8933.599999999991,8950.39999999998,6416.699999999997,8933.599999999991,8950.39999999998,1,6416.699999999997,2533.6999999999825,0,,Rating Scale,RatingScale_Stimulus5,16,object-1991,,Trial5,ExpSpkr1_non-st,HUWA01_non-st_A6.mp3,ExpSpkr1,**Politiker/-in 4**,f,non-st,r,6,**begeisternd**,**charismatisch**,**überzeugend**,**intelligent**,**redegewandt**,**sympathisch**,**sechs**,6,,,Female,9,100,,4,,
37,1719843767296,01/07/2024 14:22:47,1719850967296,2,01/07/2024 18:22:47,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial5,Screen 1,dklsgd,1,response,6,7483.399999999994,8933.599999999991,8950.39999999998,7483.399999999994,8933.599999999991,8950.39999999998,1,7483.399999999994,1466.9999999999854,0,ResponseProgress,Rating Scale,RatingScale_Stimulus6,26,object-2001,,Trial5,ExpSpkr1_non-st,HUWA01_non-st_A6.mp3,ExpSpkr1,**Politiker/-in 4**,f,non-st,r,6,**begeisternd**,**charismatisch**,**überzeugend**,**intelligent**,**redegewandt**,**sympathisch**,**sechs**,6,,,Female,10,100,,4,,
38,1719843773371,01/07/2024 14:22:53,1719850973371,2,01/07/2024 18:22:53,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial5,Screen 1,dklsgd,1,info,audio finished,15040.800000023839,15033.5,15040.800000023839,15040.800000023839,15033.5,15040.800000023839,0,15040.800000023839,0,0,,Audio Clip,Audio Clip,2,object-1977,,Trial5,ExpSpkr1_non-st,HUWA01_non-st_A6.mp3,ExpSpkr1,**Politiker/-in 4**,f,non-st,r,6,**begeisternd**,**charismatisch**,**überzeugend**,**intelligent**,**redegewandt**,**sympathisch**,**sechs**,6,,,Female,10,100,,4,,
39,1719843773409,01/07/2024 14:22:53,1719850973409,2,01/07/2024 18:22:53,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial6,Screen 1,zg2zk5,1,info,audio started,16.69999999999709,0,16.69999999999709,16.69999999999709,0,16.69999999999709,0,16.69999999999709,0,0,,Audio Clip,Audio Clip,2,object-2005,,Trial6,ExpSpkr2_st,RAMA19_st_A6.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,r,6,**intelligent**,**redegewandt**,**überzeugend**,**charismatisch**,**sympathisch**,**begeisternd**,**sechs**,6,,,Female,10,100,,4,,
40,1719843780082,01/07/2024 14:23:00,1719850980082,2,01/07/2024 18:23:00,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial6,Screen 1,zg2zk5,1,continue,,6718.099999976155,6716.699999999997,6718.099999976155,6718.099999976155,6716.699999999997,6718.099999976155,0,6718.099999976155,0,0,,Click To Continue,Continue Button,4,object-2007,,Trial6,ExpSpkr2_st,RAMA19_st_A6.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,r,6,**intelligent**,**redegewandt**,**überzeugend**,**charismatisch**,**sympathisch**,**begeisternd**,**sechs**,6,,,Female,10,100,,4,,
41,1719843780089,01/07/2024 14:23:00,1719850980089,2,01/07/2024 18:23:00,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial6,Screen 1,zg2zk5,1,response,3,1733.300000000003,6716.699999999997,6725.300000023839,1733.300000000003,6716.699999999997,6725.300000023839,0,1733.300000000003,4992.000000023836,0,,Rating Scale,RatingScale_Stimulus1,3,object-2006,,Trial6,ExpSpkr2_st,RAMA19_st_A6.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,r,6,**intelligent**,**redegewandt**,**überzeugend**,**charismatisch**,**sympathisch**,**begeisternd**,**sechs**,6,,,Female,10,100,,4,,
42,1719843780092,01/07/2024 14:23:00,1719850980092,2,01/07/2024 18:23:00,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial6,Screen 1,zg2zk5,1,response,3,2867.5,6716.699999999997,6728.8999999284715,2867.5,6716.699999999997,6728.8999999284715,0,2867.5,3861.3999999284715,0,,Rating Scale,RatingScale_Stimulus2,6,object-2009,,Trial6,ExpSpkr2_st,RAMA19_st_A6.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,r,6,**intelligent**,**redegewandt**,**überzeugend**,**charismatisch**,**sympathisch**,**begeisternd**,**sechs**,6,,,Female,10,100,,4,,
43,1719843780094,01/07/2024 14:23:00,1719850980094,2,01/07/2024 18:23:00,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial6,Screen 1,zg2zk5,1,response,3,3316.699999999997,6716.699999999997,6730.699999999997,3316.699999999997,6716.699999999997,6730.699999999997,0,3316.699999999997,3414,0,,Rating Scale,RatingScale_Stimulus3,8,object-2011,,Trial6,ExpSpkr2_st,RAMA19_st_A6.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,r,6,**intelligent**,**redegewandt**,**überzeugend**,**charismatisch**,**sympathisch**,**begeisternd**,**sechs**,6,,,Female,10,100,,4,,
44,1719843780096,01/07/2024 14:23:00,1719850980096,2,01/07/2024 18:23:00,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial6,Screen 1,zg2zk5,1,response,3,4066.699999999997,6716.699999999997,6732.699999999997,4066.699999999997,6716.699999999997,6732.699999999997,0,4066.699999999997,2666,0,,Rating Scale,RatingScale_Stimulus4,10,object-2013,,Trial6,ExpSpkr2_st,RAMA19_st_A6.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,r,6,**intelligent**,**redegewandt**,**überzeugend**,**charismatisch**,**sympathisch**,**begeisternd**,**sechs**,6,,,Female,10,100,,4,,
45,1719843780100,01/07/2024 14:23:00,1719850980100,2,01/07/2024 18:23:00,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial6,Screen 1,zg2zk5,1,response,3,4666.599999999991,6716.699999999997,6733.199999999997,4666.599999999991,6716.699999999997,6733.199999999997,0,4666.599999999991,2066.600000000006,0,,Rating Scale,RatingScale_Stimulus5,14,object-2017,,Trial6,ExpSpkr2_st,RAMA19_st_A6.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,r,6,**intelligent**,**redegewandt**,**überzeugend**,**charismatisch**,**sympathisch**,**begeisternd**,**sechs**,6,,,Female,10,100,,4,,
46,1719843780102,01/07/2024 14:23:00,1719850980102,2,01/07/2024 18:23:00,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial6,Screen 1,zg2zk5,1,response,6,5283.399999999994,6716.699999999997,6733.199999999997,5283.399999999994,6716.699999999997,6733.199999999997,1,5283.399999999994,1449.800000000003,0,AttentionCheck,Rating Scale,RatingScale_AttentionCheck,16,object-2019,,Trial6,ExpSpkr2_st,RAMA19_st_A6.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,r,6,**intelligent**,**redegewandt**,**überzeugend**,**charismatisch**,**sympathisch**,**begeisternd**,**sechs**,6,,,Female,10,100,,4,,
47,1719843780105,01/07/2024 14:23:00,1719850980105,2,01/07/2024 18:23:00,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial6,Screen 1,zg2zk5,1,response,6,5900,6716.699999999997,6733.199999999997,5900,6716.699999999997,6733.199999999997,1,5900,833.1999999999971,0,ResponseProgress,Rating Scale,RatingScale_Stimulus6,26,object-2029,,Trial6,ExpSpkr2_st,RAMA19_st_A6.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,r,6,**intelligent**,**redegewandt**,**überzeugend**,**charismatisch**,**sympathisch**,**begeisternd**,**sechs**,6,,,Female,11,100,,4,,
48,1719843788757,01/07/2024 14:23:08,1719850988757,2,01/07/2024 18:23:08,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial6,Screen 1,zg2zk5,1,info,audio finished,15393.599999976155,15383.599999999991,15393.599999976155,15393.599999976155,15383.599999999991,15393.599999976155,0,15393.599999976155,0,0,,Audio Clip,Audio Clip,2,object-2005,,Trial6,ExpSpkr2_st,RAMA19_st_A6.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,r,6,**intelligent**,**redegewandt**,**überzeugend**,**charismatisch**,**sympathisch**,**begeisternd**,**sechs**,6,,,Female,11,100,,4,,
49,1719843788799,01/07/2024 14:23:08,1719850988799,2,01/07/2024 18:23:08,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial7,Screen 1,1tup2a,1,info,audio started,16.79999999998836,0,16.79999999998836,16.79999999998836,0,16.79999999998836,0,16.79999999998836,0,0,,Audio Clip,Audio Clip,2,object-2033,,Trial7,ExpSpkr3_non-st,VLDE11_non-st_A6.mp3,ExpSpkr3,**Politiker/-in 8**,f,non-st,r,6,**redegewandt**,**begeisternd**,**intelligent**,**charismatisch**,**sympathisch**,**überzeugend**,**sechs**,6,,,Female,11,100,,4,,
50,1719843795137,01/07/2024 14:23:15,1719850995137,2,01/07/2024 18:23:15,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial7,Screen 1,1tup2a,1,continue,,6389.79999992848,6383.200000000012,6389.79999992848,6389.79999992848,6383.200000000012,6389.79999992848,0,6389.79999992848,0,0,,Click To Continue,Continue Button,4,object-2035,,Trial7,ExpSpkr3_non-st,VLDE11_non-st_A6.mp3,ExpSpkr3,**Politiker/-in 8**,f,non-st,r,6,**redegewandt**,**begeisternd**,**intelligent**,**charismatisch**,**sympathisch**,**überzeugend**,**sechs**,6,,,Female,11,100,,4,,
